who,what,when,where,why,how,sentence,original_text,chunk_index,field_count,umap_x,umap_y,umap_x_3d,umap_y_3d,umap_z_3d,cluster,color_temporal,hover_text
,put,"about midnight, October",,there was no wind,,Someone put during about midnight because there was no wind,"They took me in,
and, as there was no wind, we row'd all the way; and about midnight, not
having yet seen the city, some of the company were confident we must
have passed it, and would row no farth...",0,3,11.824449,11.792092,4.311923,15.768162,4.3440003,0,0,"<b>Who:</b> <br><b>What:</b> put<br><b>Where:</b> <br><b>When:</b> about midnight, October<br><b>Why:</b> there was no wind<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,knew place,"nine o'clock, Sunday, morning",Philadelphia,soon as we got out of the creek,,Someone knew place in Philadelphia during nine o'clock because soon as we got out of the creek,"Then one of the company
knew the place to be Cooper's Creek, a little above Philadelphia, which
we saw as soon as we got out of the creek, and arriv'd there about eight
or nine o'clock on the Sunda...",0,4,10.599553,8.060384,5.6997056,12.572297,3.6848743,0,0,"<b>Who:</b> <br><b>What:</b> knew place<br><b>Where:</b> Philadelphia<br><b>When:</b> nine o'clock, Sunday, morning<br><b>Why:</b> soon as we got out of the creek<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,stuff'd,,,"dirty from my journey; my pockets were stuff'd out with
shirts and stockings",shirts,"Someone stuff'd because dirty from my journey; my pockets were stuff'd out with
shirts and stockings by shirts","I was dirty from my journey; my pockets were stuff'd out with
shirts and stockings, and I knew no soul nor where to look for lodging.",0,3,10.746032,12.404617,5.111972,16.443111,3.977679,0,0,"<b>Who:</b> <br><b>What:</b> stuff'd<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> dirty from my journey; my pockets were stuff'd out with
shirts and stockings<br><b>How:</b> shirts<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
thro,,,,but a little money than when he has plenty,,thro did something because but a little money than when he has plenty,"A man being sometimes more generous when he
has but a little money than when he has plenty, perhaps thro' fear of
being thought to have but little.",0,2,11.743137,10.300333,6.293362,14.8288,4.9217906,0,0,<b>Who:</b> thro<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> but a little money than when he has plenty<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,walked,,,,bread,Someone walked by bread,"Then I walked up the street, gazing about till near the market-house I
met a boy with bread.",0,2,11.728517,12.332873,4.502394,16.501314,4.4989123,0,0,<b>Who:</b> <br><b>What:</b> walked<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> bread<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,went,,"Boston, Philadelphia",k'd for bisket,immediately,Someone went in Boston because k'd for bisket by immediately,"I had made many a meal on bread, and, inquiring
where he got it, I went immediately to the baker's he directed me to, in
Second-street, and ask'd for bisket, intending such as we had in Boston;
but...",0,4,10.477386,8.523538,5.88832,13.261954,3.8186562,0,0,"<b>Who:</b> <br><b>What:</b> went<br><b>Where:</b> Boston, Philadelphia<br><b>When:</b> <br><b>Why:</b> k'd for bisket<br><b>How:</b> immediately<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,asked,,,"ked for a
three-penny loaf",,"Someone asked because ked for a
three-penny loaf","Then I asked for a
three-penny loaf, and was told they had none such.",0,2,11.675663,12.269386,4.603489,16.464766,4.516419,0,0,"<b>Who:</b> <br><b>What:</b> asked<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> ked for a
three-penny loaf<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,made,,,,,Someone made,"So not considering or
knowing the difference of money, and the greater cheapness nor the names
of his bread, I made him give me three-penny worth of any sort.",0,1,10.981714,13.182467,4.9550586,17.204502,3.8608658,0,0,<b>Who:</b> <br><b>What:</b> made<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,gave me rolls,,,,accordingly,Someone gave me rolls by accordingly,"He gave
me, accordingly, three great puffy rolls.",0,2,10.552094,13.050844,5.6913223,16.807772,4.4741626,0,0,<b>Who:</b> <br><b>What:</b> gave me rolls<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> accordingly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Read,saw me,,,far as Fourth-street,door,Read saw me because far as Fourth-street by door,"Thus I went up
Market-street as far as Fourth-street, passing by the door of Mr. Read,
my future wife's father; when she, standing at the door, saw me, and
thought I made, as I certainly did, a mos...",0,4,9.935433,10.793235,4.8886185,15.22557,2.6336393,0,0,<b>Who:</b> Read<br><b>What:</b> saw me<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> far as Fourth-street<br><b>How:</b> door<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Chestnut,turned,,,a draught of the river water; and,one,Chestnut turned because a draught of the river water; and by one,"Then I turned and went down Chestnut-street and part of
Walnut-street, eating my roll all the way, and, coming round, found
myself again at Market-street wharf, near the boat I came in, to which I
...",0,4,11.044972,11.971265,5.205968,15.911858,4.548665,0,0,<b>Who:</b> Chestnut<br><b>What:</b> turned<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> a draught of the river water; and<br><b>How:</b> one<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,walked,,,,time,Someone walked by time,"Thus refreshed, I walked again up the street, which by this time had
many clean-dressed people in it, who were all walking the same way.",0,2,11.639548,12.316233,4.6122103,16.654583,4.3381987,0,0,<b>Who:</b> <br><b>What:</b> walked<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> time<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,joined them,,,"led into the great meeting-house of the
Quakers near the market",,"Someone joined them because led into the great meeting-house of the
Quakers near the market","I
joined them, and thereby was led into the great meeting-house of the
Quakers near the market.",0,2,9.384347,8.312684,6.750378,14.284859,2.5113957,0,0,"<b>Who:</b> <br><b>What:</b> joined them<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> led into the great meeting-house of the
Quakers near the market<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
thro,sat,,,t asleep,,thro sat because t asleep,"I sat down among them, and, after looking round
awhile and hearing nothing said, being very drowsy thro' labor and want
of rest the preceding night, I fell fast asleep, and continued so till
the me...",0,3,11.799428,10.344295,6.2763357,14.818308,4.965709,0,0,<b>Who:</b> thro<br><b>What:</b> sat<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> t asleep<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,requested,,,,,Someone requested,"Walking down again toward the river, and, looking in the faces of
people, I met a young Quaker man, whose countenance I lik'd, and,
accosting him, requested he would tell me where a stranger could g...",0,1,11.0695305,14.117075,5.20191,17.865545,4.472695,0,0,<b>Who:</b> <br><b>What:</b> requested<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,says,,,,me,Someone says by me,"""Here,"" says
he, ""is one place that entertains strangers, but it is not a reputable
house; if thee wilt walk with me, I'll show thee a better.""",0,2,9.980609,15.082276,6.2470255,18.724524,4.1985946,0,0,<b>Who:</b> <br><b>What:</b> says<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> me<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,brought me,,,,,Someone brought me,"He brought
me to the Crooked Billet in Water-street.",0,1,10.940477,13.461648,5.2898154,17.143738,4.6334863,0,0,<b>Who:</b> <br><b>What:</b> brought me<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,got dinner,,,eating it,,Someone got dinner because eating it,"Here I got a dinner; and,
while I was eating it, several sly questions were asked me, as it seemed
to be suspected from my youth and appearance, that I might be some
runaway.",0,2,11.768822,12.222836,4.4682302,16.369963,4.544275,0,0,<b>Who:</b> <br><b>What:</b> got dinner<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> eating it<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,lay,"six in the evening, next
morning",,"call'd
to supper",early,"Someone lay during six in the evening because call'd
to supper by early","After dinner, my sleepiness return'd, and being shown to a bed, I lay
down without undressing, and slept till six in the evening, was call'd
to supper, went to bed again very early, and slept soundl...",0,4,11.842071,11.737622,4.233345,15.860597,4.23824,0,0,"<b>Who:</b> <br><b>What:</b> lay<br><b>Where:</b> <br><b>When:</b> six in the evening, next
morning<br><b>Why:</b> call'd
to supper<br><b>How:</b> early<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
"Andrew
Bradford",made,,,tidy as I could,,"Andrew
Bradford made because tidy as I could","Then I made myself as tidy as I could, and went to Andrew
Bradford the printer's.",0,3,7.097132,8.7158575,7.0943046,12.6814785,1.5198013,0,0,"<b>Who:</b> Andrew
Bradford<br><b>What:</b> made<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> tidy as I could<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,found man,,"New York, Philadelphia",,,Someone found man in New York,"I found in the shop the old man his father, whom
I had seen at New York, and who, travelling on horseback, had got to
Philadelphia before me.",0,2,10.55566,9.789841,5.4550896,14.401556,3.6869535,0,0,"<b>Who:</b> <br><b>What:</b> found man<br><b>Where:</b> New York, Philadelphia<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Keimer,introduc'd me,,,,civilly,Keimer introduc'd me by civilly,"He introduc'd me to his son, who receiv'd me
civilly, gave me a breakfast, but told me he did not at present want a
hand, being lately suppli'd with one; but there was another printer in
town, late...",0,3,9.882182,13.177988,6.277304,16.498074,4.9119444,0,0,<b>Who:</b> Keimer<br><b>What:</b> introduc'd me<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> civilly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,want one,,Bradford,,me,Someone want one in Bradford by me,"The old gentleman said he would go with me to the new printer; and when
we found him, ""Neighbor,"" says Bradford, ""I have brought to see you a
young man of your business; perhaps you may want such a ...",0,3,6.977346,8.751298,7.088354,12.636175,1.4362062,0,0,<b>Who:</b> <br><b>What:</b> want one<br><b>Where:</b> Bradford<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> me<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Keimer,ask'd me questions,,"Bradford, Bradford","k'd
me a few questions",questions,"Keimer ask'd me questions in Bradford because k'd
me a few questions by questions","He ask'd
me a few questions, put a composing stick in my hand to see how I
work'd, and then said he would employ me soon, though he had just then
nothing for me to do; and, taking old Bradford, who...",0,5,6.6500244,8.563506,7.2184753,12.4202585,1.273121,0,0,"<b>Who:</b> Keimer<br><b>What:</b> ask'd me questions<br><b>Where:</b> Bradford, Bradford<br><b>When:</b> <br><b>Why:</b> k'd
me a few questions<br><b>How:</b> questions<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,saw,,,"a crafty old
sophister",immediately,"Someone saw because a crafty old
sophister by immediately","I, who stood by
and heard all, saw immediately that one of them was a crafty old
sophister, and the other a mere novice.",0,3,10.640833,12.706577,5.3668704,16.664854,4.128852,0,0,"<b>Who:</b> <br><b>What:</b> saw<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> a crafty old
sophister<br><b>How:</b> immediately<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Keimer,left me,,Bradford,greatly surpris'd when I told him who the old man was,Keimer,Keimer left me in Bradford because greatly surpris'd when I told him who the old man was by Keimer,"Bradford left me with Keimer,
who was greatly surpris'd when I told him who the old man was.",0,5,6.4175854,8.457635,7.3637967,12.196758,1.1031432,0,0,<b>Who:</b> Keimer<br><b>What:</b> left me<br><b>Where:</b> Bradford<br><b>When:</b> <br><b>Why:</b> greatly surpris'd when I told him who the old man was<br><b>How:</b> Keimer<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
"Keimer, Aquila Rose",consisted,,,then using himself,which,"Keimer, Aquila Rose consisted because then using himself by which","Keimer's printing-house, I found, consisted of an old shatter'd press,
and one small, worn-out font of English which he was then using himself,
composing an Elegy on Aquila Rose, before mentioned, a...",0,4,6.300272,8.429131,7.3787713,12.044746,0.9452984,0,0,"<b>Who:</b> Keimer, Aquila Rose<br><b>What:</b> consisted<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> then using himself<br><b>How:</b> which<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,made verses,,,,,Someone made verses,"Keimer made verses too, but very
indifferently.",0,1,7.4955683,10.889109,6.7736807,15.579481,1.9125073,0,0,<b>Who:</b> <br><b>What:</b> made verses<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,said write,,,"to
compose them in the types directly out of his head",directly,"Someone said write because to
compose them in the types directly out of his head by directly","He could not be said to write them, for his manner was to
compose them in the types directly out of his head.",0,3,8.203955,10.634985,5.7034373,15.585672,1.6736412,0,0,"<b>Who:</b> <br><b>What:</b> said write<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> to
compose them in the types directly out of his head<br><b>How:</b> directly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,help him,,,,,Someone help him,"So there being no
copy, but one pair of cases, and the Elegy likely to require all the
letter, no one could help him.",0,1,10.562968,14.459017,5.5748463,18.194761,4.267891,0,0,<b>Who:</b> <br><b>What:</b> help him<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,promising come I,,Bradford,"soon
as he should have got it ready",,"Someone promising come I in Bradford because soon
as he should have got it ready","I endeavor'd to put his press (which he
had not yet us'd, and of which he understood nothing) into order fit to
be work'd with; and, promising to come and print off his Elegy as soon
as he should h...",0,3,6.952593,8.764722,7.0900416,12.63275,1.4600468,0,0,"<b>Who:</b> <br><b>What:</b> promising come I<br><b>Where:</b> Bradford<br><b>When:</b> <br><b>Why:</b> soon
as he should have got it ready<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
